time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2013,Calendar year,National,United Kingdom,K02000001,Total,6121 - Nursery nurses and assistants,Total,Total,Total,580,8677.91565112843,3388.77664638395,2850.8316503389,39.0505829120763,32.8515713328948
2013,Calendar year,National,United Kingdom,K02000001,Total,6122 - Childminders and related occupations,Total,Total,Total,35,673.888283510016,56.7137664063191,45.6400124695924,8.41590034937537,6.77263777786308
2013,Calendar year,National,United Kingdom,K02000001,Total,6123 - Playworkers,Total,Total,Total,63,1524.68608782078,730.672716872294,675.771191235117,47.9228296702461,44.32198841671
2013,Calendar year,National,United Kingdom,K02000001,Total,6125 - Teaching assistants,Total,Total,Total,328,5149.65570565719,228.504610979156,212.21688478806,4.43727938409805,4.12099171125028
2013,Calendar year,National,United Kingdom,K02000001,Total,6126 - Educational support assistants,Total,Total,Total,108,1825.80175067579,170.249761408447,118.642701592352,9.32465758373997,6.4981152279232
2013,Calendar year,National,United Kingdom,K02000001,Total,6139 - Animal care services occupations n.e.c.,Total,Total,Total,38,693.602974997119,204.702326144544,159.870213637744,29.512896213485,23.0492398967015
2013,Calendar year,National,United Kingdom,K02000001,Total,6141 - Nursing auxiliaries and assistants,Total,Total,Total,89,3608.28239677388,1556.06768130735,1405.24779411757,43.1248863087492,38.9450613780669
2013,Calendar year,National,United Kingdom,K02000001,Total,6144 - Houseparents and residential wardens,Total,Total,Total,26,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,6145 - Care workers and home carers,Total,Total,Total,1231,53195.4631771528,20395.5978758518,13965.8521108722,38.3408596479928,26.2538406035921
2013,Calendar year,National,United Kingdom,K02000001,Total,6146 - Senior care workers,Total,Total,Total,111,1564.93940906459,508.380922343741,411.978762712227,32.485661706712,26.3255408053452
2013,Calendar year,National,United Kingdom,K02000001,Total,"6148 - Undertakers, mortuary and crematorium assistants",Total,Total,Total,30,350.611359227152,95.4756670938828,80.3834488839298,27.2311961895184,22.9266527647929
2013,Calendar year,National,United Kingdom,K02000001,Total,6211 - Sports and leisure assistants,Total,Total,Total,174,3206.41843045447,974.380280885517,903.397400723757,30.3884318911992,28.1746571858281
2013,Calendar year,National,United Kingdom,K02000001,Total,6212 - Travel agents,Total,Total,Total,57,2244.36119562238,823.610813875396,790.249975296483,36.6968924378949,35.2104633085737
2013,Calendar year,National,United Kingdom,K02000001,Total,6214 - Air travel assistants,Total,Total,Total,7,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,6219 - Leisure and travel service occupations n.e.c.,Total,Total,Total,13,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,6221 - Hairdressers and barbers,Total,Total,Total,313,7477.43890939127,3977.3790126054,3074.72544544829,53.1917286226172,41.1200343153135
2013,Calendar year,National,United Kingdom,K02000001,Total,6222 - Beauticians and related occupations,Total,Total,Total,96,2239.43723964144,1244.22981579839,1138.79811417381,55.5599323693308,50.8519771849532
2013,Calendar year,National,United Kingdom,K02000001,Total,6231 - Housekeepers and related occupations,Total,Total,Total,77,1714.0030440645,447.488273526305,291.845681935761,26.1077875605842,17.0271390676001
2013,Calendar year,National,United Kingdom,K02000001,Total,6232 - Caretakers,Total,Total,Total,79,864.007872799059,176.491700477679,70.3471095362968,20.4270940154645,8.14195237693827
2013,Calendar year,National,United Kingdom,K02000001,Total,7111 - Sales and retail assistants,Total,Total,Total,1576,41556.6319756805,7859.27819796658,5550.79442816583,18.9122116599005,13.3571807056314
2013,Calendar year,National,United Kingdom,K02000001,Total,7113 - Telephone salespersons,Total,Total,Total,138,4809.04249999299,1644.4825423635,1158.83679224064,34.1956333795324,24.097037866526
2013,Calendar year,National,United Kingdom,K02000001,Total,7129 - Sales related occupations n.e.c.,Total,Total,Total,133,3319.38904721149,982.111208749509,744.307873901959,29.5871075906137,22.4230381951531
2013,Calendar year,National,United Kingdom,K02000001,Total,7211 - Call and contact centre occupations,Total,Total,Total,55,5644.08900359219,159.492371109082,159.492371109082,2.82583019168502,2.82583019168502
2013,Calendar year,National,United Kingdom,K02000001,Total,7214 - Communication operators,Total,Total,Total,20,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,7219 - Customer service occupations n.e.c.,Total,Total,Total,301,8740.92433958654,843.718243877336,533.13246029798,9.65250597189411,6.09926867669465
2013,Calendar year,National,United Kingdom,K02000001,Total,7220 - Customer service managers and supervisors,Total,Total,Total,25,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,8125 - Metal working machine operatives,Total,Total,Total,36,586.401550948039,84.3387475645845,74.8415621561274,14.3824223227639,12.7628520141413
2013,Calendar year,National,United Kingdom,K02000001,Total,8129 - Plant and machine operatives n.e.c.,Total,Total,Total,34,564.301338963225,221.26897380557,197.951309353842,39.2111374770262,35.0790075596014
2013,Calendar year,National,United Kingdom,K02000001,Total,8137 - Sewing machinists,Total,Total,Total,31,962.485320100195,343.6798819605,191.680383658846,35.7075453290781,19.9151487982063
2013,Calendar year,National,United Kingdom,K02000001,Total,8139 - Assemblers and routine operatives n.e.c.,Total,Total,Total,45,869.392464229004,151.867271459923,137.293816354923,17.4682065590024,15.7919262017849
2013,Calendar year,National,United Kingdom,K02000001,Total,8149 - Construction operatives n.e.c.,Total,Total,Total,73,1302.75512586864,333.250604353267,269.780362460645,25.5804485229767,20.7084475895471
2013,Calendar year,National,United Kingdom,K02000001,Total,8212 - Van drivers,Total,Total,Total,275,5653.08284802949,1776.90965679683,1001.49997721771,31.4325776671787,17.7159968134344
2013,Calendar year,National,United Kingdom,K02000001,Total,8214 - Taxi and cab drivers and chauffeurs,Total,Total,Total,41,1772.63232305892,1432.48489863129,630.133498046121,80.811168791018,35.5478961908321
2013,Calendar year,National,United Kingdom,K02000001,Total,8222 - Fork-lift truck drivers,Total,Total,Total,21,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,8231 - Train and tram drivers,Total,Total,Total,c,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9119 - Fishing and other elementary agriculture occupations n.e.c.,Total,Total,Total,34,1397.07631576479,299.065766242047,243.478213818709,21.406544715371,17.4276960443227
2013,Calendar year,National,United Kingdom,K02000001,Total,9120 - Elementary construction occupations,Total,Total,Total,78,1838.73330327462,474.740834213408,300.607261363359,25.8189066009702,16.3486059032055
2013,Calendar year,National,United Kingdom,K02000001,Total,"9134 - Packers, bottlers, canners and fillers",Total,Total,Total,40,1414.35121458279,295.147226610664,295.147226610664,20.8680293527889,20.8680293527889
2013,Calendar year,National,United Kingdom,K02000001,Total,9139 - Elementary process plant occupations n.e.c.,Total,Total,Total,43,1045.59705037984,409.080485774291,95.0913720937083,39.1241047998062,9.09445680428842
2013,Calendar year,National,United Kingdom,K02000001,Total,"9211 - Postal workers, mail sorters, messengers and couriers",Total,Total,Total,20,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9219 - Elementary administration occupations n.e.c.,Total,Total,Total,58,1106.18439413505,175.321799363426,80.885631057042,15.8492381824382,7.31212910667467
2013,Calendar year,National,United Kingdom,K02000001,Total,9233 - Cleaners and domestics,Total,Total,Total,463,10704.0687876528,2948.34270329471,936.343725439539,27.5441307579752,8.74754959085852
2013,Calendar year,National,United Kingdom,K02000001,Total,"9234 - Launderers, dry cleaners and pressers",Total,Total,Total,31,579.897076790483,219.431618653929,17.4607668679382,37.8397525071868,3.01101136163284
2013,Calendar year,National,United Kingdom,K02000001,Total,9236 - Vehicle valeters and cleaners,Total,Total,Total,13,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9241 - Security guards and related occupations,Total,Total,Total,69,3283.64310903189,896.723472389492,594.796667577991,27.3087982650426,18.1139255341715
2013,Calendar year,National,United Kingdom,K02000001,Total,9242 - Parking and civil enforcement occupations,Total,Total,Total,6,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9244 - School midday and crossing patrol occupations,Total,Total,Total,96,1119.61266205964,430.801804602932,195.052298071628,38.4777538877085,17.42140873191
2013,Calendar year,National,United Kingdom,K02000001,Total,9249 - Elementary security occupations n.e.c.,Total,Total,Total,18,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9260 - Elementary storage occupations,Total,Total,Total,249,5319.14855994418,756.429025654812,474.170160160345,14.2208666881594,8.91439964153438
2013,Calendar year,National,United Kingdom,K02000001,Total,9272 - Kitchen and catering assistants,Total,Total,Total,936,18293.7547685877,4282.76320292457,2888.19858411668,23.4110670942114,15.7878938503976
2013,Calendar year,National,United Kingdom,K02000001,Total,9273 - Waiters and waitresses,Total,Total,Total,652,11127.7390154116,2620.00501285917,1591.62199724524,23.5448100394027,14.303193083886
2013,Calendar year,National,United Kingdom,K02000001,Total,9274 - Bar staff,Total,Total,Total,665,12823.1787853581,2508.89691313967,1249.99939841569,19.5653274054356,9.74796826386744
2013,Calendar year,National,United Kingdom,K02000001,Total,9275 - Leisure and theme park attendants,Total,Total,Total,22,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,9279 - Other elementary services occupations n.e.c.,Total,Total,Total,58,1071.09362826374,92.8030394892077,51.4952011068342,8.66432560518941,4.80772172926737
2013,Calendar year,National,United Kingdom,K02000001,Total,Not codeable to this level of SOC,Total,Total,Total,465,23707.9927223544,5972.34512731979,4568.024826207,25.1912728220489,19.2678683501526
2013,Calendar year,National,United Kingdom,K02000001,Total,1123 - Production managers and directors in mining and energy,Total,Total,Total,7,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1133 - Purchasing managers and directors,Total,Total,Total,17,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1150 - Financial institution managers and directors,Total,Total,Total,18,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1161 - Managers and directors in transport and distribution,Total,Total,Total,27,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1162 - Managers and directors in storage and warehousing,Total,Total,Total,37,1147.13154919205,209.066820712984,190.629566456319,18.2251827055261,16.6179342369742
2013,Calendar year,National,United Kingdom,K02000001,Total,"1173 - Senior officers in fire, ambulance, prison and related services",Total,Total,Total,c,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1226 - Travel agency managers and proprietors,Total,Total,Total,c,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,1255 - Waste disposal and environmental services managers,Total,Total,Total,7,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2111 - Chemical scientists,Total,Total,Total,19,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2113 - Physical scientists,Total,Total,Total,20,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2114 - Social and humanities scientists,Total,Total,Total,8,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2119 - Natural and social science professionals n.e.c.,Total,Total,Total,41,1794.44381023799,272.632543226767,272.632543226767,15.1931501934635,15.1931501934635
2013,Calendar year,National,United Kingdom,K02000001,Total,2121 - Civil engineers,Total,Total,Total,66,1978.38344590443,739.82629332109,695.394105950186,37.3954955422139,35.1496120425877
2013,Calendar year,National,United Kingdom,K02000001,Total,2122 - Mechanical engineers,Total,Total,Total,59,2185.53543594542,1520.19232788484,1505.98070897243,69.5569745922343,68.9067165969316
2013,Calendar year,National,United Kingdom,K02000001,Total,2123 - Electrical engineers,Total,Total,Total,17,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2124 - Electronics engineers,Total,Total,Total,19,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2127 - Production and process engineers,Total,Total,Total,41,1938.64877859174,1591.45318761653,1532.03232090168,82.0908462219018,79.0257801113702
2013,Calendar year,National,United Kingdom,K02000001,Total,2129 - Engineering professionals n.e.c.,Total,Total,Total,124,2683.34407505126,1617.45962457957,1576.73613423389,60.2777571321589,58.7601176045145
2013,Calendar year,National,United Kingdom,K02000001,Total,2134 - It project and programme managers,Total,Total,Total,30,745.049362913502,248.339093372272,248.339093372272,33.3318979565523,33.3318979565523
2013,Calendar year,National,United Kingdom,K02000001,Total,"2135 - It business analysts, architects and systems designers",Total,Total,Total,62,1264.5784561298,389.39833281147,302.455399477524,30.7927381590234,23.9174879195062
2013,Calendar year,National,United Kingdom,K02000001,Total,2216 - Veterinarians,Total,Total,Total,30,279.6980029984,137.263363814507,123.509966341937,49.0755609060576,44.1583297048579
2013,Calendar year,National,United Kingdom,K02000001,Total,2217 - Medical radiographers,Total,Total,Total,7,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2316 - Special needs education teaching professionals,Total,Total,Total,60,817.702313163441,318.481564705116,308.587176462871,38.9483507112763,37.7383274445001
2013,Calendar year,National,United Kingdom,K02000001,Total,"2425 - Actuaries, economists and statisticians",Total,Total,Total,17,u,u,u,u,u
2013,Calendar year,National,United Kingdom,K02000001,Total,2426 - Business and related research professionals,Total,Total,Total,39,1105.32914125433,83.9062676967153,83.9062676967153,7.59106627746175,7.59106627746175
2013,Calendar year,National,United Kingdom,K02000001,Total,2431 - Architects,Total,Total,Total,59,1155.16866766185,211.836610591141,157.356999837361,18.3381541173476,13.6219934146815
2013,Calendar year,National,United Kingdom,K02000001,Total,2433 - Quantity surveyors,Total,Total,Total,75,1256.59635916278,482.448908810252,468.587969995949,38.3933078663133,37.2902536744694
