time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Indian,Number of students,Revised,z,14435,14046,13872,2724,8456,2571,121,102,2,4,0,11,2,114,43,71,60,256,249,4,3,133,111,22
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Indian,Percentage,Revised,z,14435,97.3,96.1,18.9,58.6,17.8,0.8,0.7,low,low,0,0.1,low,0.8,0.3,0.5,0.4,1.8,1.7,low,low,0.9,0.8,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Pakistani,Number of students,Revised,z,22493,21119,20753,6343,9205,5059,146,88,5,18,1,33,1,217,72,145,149,925,885,24,16,449,418,31
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Pakistani,Percentage,Revised,z,22493,93.9,92.3,28.2,40.9,22.5,0.6,0.4,low,0.1,low,0.1,low,1,0.3,0.6,0.7,4.1,3.9,0.1,0.1,2,1.9,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Traveller of Irish Heritage,Number of students,Revised,z,99,59,57,37,11,7,2,0,1,1,0,0,0,2,0,2,0,21,15,4,2,19,19,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,99,59.6,57.6,37.4,11.1,7.1,2,0,1,1,0,0,0,2,0,2,0,21.2,15.2,4,2,19.2,19.2,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Unclassified,Number of students,Revised,z,7045,6275,5822,2673,2269,796,84,56,16,2,1,9,0,251,66,185,202,532,460,43,29,238,204,34
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Unclassified,Percentage,Revised,z,7045,89.1,82.6,37.9,32.2,11.3,1.2,0.8,0.2,low,low,0.1,0,3.6,0.9,2.6,2.9,7.6,6.5,0.6,0.4,3.4,2.9,0.5
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White - British,Number of students,Revised,z,359862,335642,305755,135421,123206,44057,3071,1474,153,270,88,1039,47,19403,5905,13498,10484,18727,16687,1239,801,5493,5331,162
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White - British,Percentage,Revised,z,359862,93.3,85,37.6,34.2,12.2,0.9,0.4,low,0.1,low,0.3,low,5.4,1.6,3.8,2.9,5.2,4.6,0.3,0.2,1.5,1.5,low
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White - Irish,Number of students,Revised,z,1621,1532,1463,388,852,205,18,9,1,4,0,4,0,47,19,28,22,65,61,3,1,24,21,3
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White - Irish,Percentage,Revised,z,1621,94.5,90.3,23.9,52.6,12.6,1.1,0.6,0.1,0.2,0,0.2,0,2.9,1.2,1.7,1.4,4,3.8,0.2,0.1,1.5,1.3,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Asian,Number of students,Revised,z,5468,5140,4941,1446,2601,825,69,55,1,3,0,10,0,115,41,74,84,235,216,12,7,93,83,10
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Asian,Percentage,Revised,z,5468,94,90.4,26.4,47.6,15.1,1.3,1,low,0.1,0,0.2,0,2.1,0.7,1.4,1.5,4.3,4,0.2,0.1,1.7,1.5,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black African,Number of students,Revised,z,2886,2649,2554,910,1179,436,29,19,2,2,1,5,0,52,30,22,43,162,155,5,2,75,63,12
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black African,Percentage,Revised,z,2886,91.8,88.5,31.5,40.9,15.1,1,0.7,0.1,0.1,low,0.2,0,1.8,1,0.8,1.5,5.6,5.4,0.2,0.1,2.6,2.2,0.4
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black Caribbean,Number of students,Revised,z,6903,6175,5775,2768,2156,782,69,30,5,11,1,21,1,229,89,140,171,557,508,33,16,171,168,3
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black Caribbean,Percentage,Revised,z,6903,89.5,83.7,40.1,31.2,11.3,1,0.4,0.1,0.2,low,0.3,low,3.3,1.3,2,2.5,8.1,7.4,0.5,0.2,2.5,2.4,low
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language English,Number of students,Revised,z,426357,397852,365900,153934,154118,54089,3759,1944,183,321,100,1160,51,20553,6372,14181,11399,21794,19520,1391,883,6711,6438,273
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language English,Percentage,Revised,z,426357,93.3,85.8,36.1,36.1,12.7,0.9,0.5,low,0.1,low,0.3,low,4.8,1.5,3.3,2.7,5.1,4.6,0.3,0.2,1.6,1.5,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language other than English,Number of students,Revised,z,85118,79613,78330,23993,38726,15011,600,416,14,41,6,116,7,607,232,375,676,3188,3046,80,62,2317,1773,544
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language other than English,Percentage,Revised,z,85118,93.5,92,28.2,45.5,17.6,0.7,0.5,low,low,low,0.1,low,0.7,0.3,0.4,0.8,3.7,3.6,0.1,0.1,2.7,2.1,0.6
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language unclassified,Number of students,Revised,z,1887,1573,1417,866,295,227,29,6,19,0,0,4,0,85,17,68,71,223,179,29,15,91,76,15
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,First Language,First language unclassified,Percentage,Revised,z,1887,83.4,75.1,45.9,15.6,12,1.5,0.3,1,0,0,0.2,0,4.5,0.9,3.6,3.8,11.8,9.5,1.5,0.8,4.8,4,0.8
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM eligible,Number of students,Revised,z,62314,53214,50092,28185,14910,6497,500,144,48,111,22,174,1,1531,333,1198,1591,6799,5789,584,426,2301,2204,97
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM eligible,Percentage,Revised,z,62314,85.4,80.4,45.2,23.9,10.4,0.8,0.2,0.1,0.2,low,0.3,low,2.5,0.5,1.9,2.6,10.9,9.3,0.9,0.7,3.7,3.5,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM not eligible,Number of students,Revised,z,451048,425824,395555,150608,178229,62830,3888,2222,168,251,84,1106,57,19714,6288,13426,10555,18406,16956,916,534,6818,6083,735
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM not eligible,Percentage,Revised,z,451048,94.4,87.7,33.4,39.5,13.9,0.9,0.5,low,0.1,low,0.2,low,4.4,1.4,3,2.3,4.1,3.8,0.2,0.1,1.5,1.3,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,High prior,Number of students,Revised,z,206688,199923,190835,40264,112749,35619,2203,1594,41,34,12,496,26,5861,2731,3130,3227,5201,4833,254,114,1564,1495,69
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,High prior,Percentage,Revised,z,206688,96.7,92.3,19.5,54.6,17.2,1.1,0.8,low,low,low,0.2,low,2.8,1.3,1.5,1.6,2.5,2.3,0.1,0.1,0.8,0.7,low
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Low prior,Number of students,Revised,z,61780,53778,48892,36968,7495,3924,505,62,66,193,54,124,6,2894,431,2463,1992,5647,4967,409,271,2355,2277,78
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Low prior,Percentage,Revised,z,61780,87,79.1,59.8,12.1,6.4,0.8,0.1,0.1,0.3,0.1,0.2,low,4.7,0.7,4,3.2,9.1,8,0.7,0.4,3.8,3.7,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Mid prior,Number of students,Revised,z,216862,200024,181269,91822,62232,25933,1282,398,87,115,33,627,22,12205,3358,8847,6550,13042,11705,796,541,3796,3660,136
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Mid prior,Percentage,Revised,z,216862,92.2,83.6,42.3,28.7,12,0.6,0.2,low,0.1,low,0.3,low,5.6,1.5,4.1,3,6,5.4,0.4,0.2,1.8,1.7,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Not recorded,Number of students,Revised,z,28032,25313,24651,9739,10663,3851,398,312,22,20,7,33,4,285,101,184,377,1315,1240,41,34,1404,855,549
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS2,Not recorded,Percentage,Revised,z,28032,90.3,87.9,34.7,38,13.7,1.4,1.1,0.1,0.1,low,0.1,low,1,0.4,0.7,1.3,4.7,4.4,0.1,0.1,5,3.1,2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-4,KS4 E&M 9-4 achieved,Number of students,Revised,z,336032,326884,310688,79415,171263,56947,3063,2148,23,30,7,802,53,11075,4765,6310,5121,6937,6587,259,91,2211,1874,337
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-4,KS4 E&M 9-4 achieved,Percentage,Revised,z,336032,97.3,92.5,23.6,51,16.9,0.9,0.6,low,low,low,0.2,low,3.3,1.4,1.9,1.5,2.1,2,0.1,low,0.7,0.6,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-4,KS4 E&M 9-4 not achieved,Number of students,Revised,z,177330,152154,134959,99378,21876,12380,1325,218,193,332,99,478,5,10170,1856,8314,7025,18268,16158,1241,869,6908,6413,495
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-4,KS4 E&M 9-4 not achieved,Percentage,Revised,z,177330,85.8,76.1,56,12.3,7,0.7,0.1,0.1,0.2,0.1,0.3,low,5.7,1,4.7,4,10.3,9.1,0.7,0.5,3.9,3.6,0.3
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-5,KS4 E&M 9-5 achieved,Number of students,Revised,z,226626,222642,215719,37323,134668,41273,2455,1944,12,12,5,443,39,4803,2469,2334,2120,2779,2663,87,29,1205,990,215
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-5,KS4 E&M 9-5 achieved,Percentage,Revised,z,226626,98.2,95.2,16.5,59.4,18.2,1.1,0.9,low,low,low,0.2,low,2.1,1.1,1,0.9,1.2,1.2,low,low,0.5,0.4,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-5,KS4 E&M 9-5 not achieved,Number of students,Revised,z,286736,256396,229928,141470,58471,28054,1933,422,204,350,101,837,19,16442,4152,12290,10026,22426,20082,1413,931,7914,7297,617
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Prior Attainment at KS4 9-5,KS4 E&M 9-5 not achieved,Percentage,Revised,z,286736,89.4,80.2,49.3,20.4,9.8,0.7,0.1,0.1,0.1,low,0.3,low,5.7,1.4,4.3,3.5,7.8,7,0.5,0.3,2.8,2.5,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Autistic spectrum disorder,Number of students,Revised,z,6173,5709,5539,3218,1603,560,158,20,26,76,23,13,0,93,27,66,77,333,304,14,15,131,130,1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Autistic spectrum disorder,Percentage,Revised,z,6173,92.5,89.7,52.1,26,9.1,2.6,0.3,0.4,1.2,0.4,0.2,0,1.5,0.4,1.1,1.2,5.4,4.9,0.2,0.2,2.1,2.1,low
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Hearing impairment,Number of students,Revised,z,1465,1373,1296,663,458,154,21,10,0,4,2,5,0,44,15,29,33,72,64,5,3,20,20,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Hearing impairment,Percentage,Revised,z,1465,93.7,88.5,45.3,31.3,10.5,1.4,0.7,0,0.3,0.1,0.3,0,3,1,2,2.3,4.9,4.4,0.3,0.2,1.4,1.4,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Moderate learning difficulty,Number of students,Revised,z,13851,11939,10970,8380,1715,764,111,17,10,39,10,32,3,563,92,471,406,1335,1171,94,70,577,554,23
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Moderate learning difficulty,Percentage,Revised,z,13851,86.2,79.2,60.5,12.4,5.5,0.8,0.1,0.1,0.3,0.1,0.2,low,4.1,0.7,3.4,2.9,9.6,8.5,0.7,0.5,4.2,4,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Multi-sensory impairment,Number of students,Revised,z,90,81,77,45,23,8,1,0,0,0,1,0,0,3,1,2,1,8,7,1,0,1,1,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Multi-sensory impairment,Percentage,Revised,z,90,90,85.6,50,25.6,8.9,1.1,0,0,0,1.1,0,0,3.3,1.1,2.2,1.1,8.9,7.8,1.1,0,1.1,1.1,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,No identified SEN,Number of students,Revised,z,450348,423521,394342,144938,181158,64634,3612,2180,95,117,18,1150,52,18777,6106,12671,10402,19879,18040,1144,695,6948,6197,751
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,No identified SEN,Percentage,Revised,z,450348,94,87.6,32.2,40.2,14.4,0.8,0.5,low,low,low,0.3,low,4.2,1.4,2.8,2.3,4.4,4,0.3,0.2,1.5,1.4,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Other difficulty or disability,Number of students,Revised,z,4010,3606,3333,2030,928,338,37,10,6,10,2,9,0,166,35,131,107,276,241,20,15,128,123,5
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Other difficulty or disability,Percentage,Revised,z,4010,89.9,83.1,50.6,23.1,8.4,0.9,0.2,0.1,0.2,low,0.2,0,4.1,0.9,3.3,2.7,6.9,6,0.5,0.4,3.2,3.1,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Physical disability,Number of students,Revised,z,1928,1773,1703,940,515,215,33,10,5,14,4,0,0,44,8,36,26,101,93,5,3,54,50,4
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Physical disability,Percentage,Revised,z,1928,92,88.3,48.8,26.7,11.2,1.7,0.5,0.3,0.7,0.2,0,0,2.3,0.4,1.9,1.3,5.2,4.8,0.3,0.2,2.8,2.6,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Profound & multiple learning difficulty,Number of students,Revised,z,72,68,65,39,13,3,10,0,3,7,0,0,0,2,0,2,1,3,3,0,0,1,1,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Profound & multiple learning difficulty,Percentage,Revised,z,72,94.4,90.3,54.2,18.1,4.2,13.9,0,4.2,9.7,0,0,0,2.8,0,2.8,1.4,4.2,4.2,0,0,1.4,1.4,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,SEN support but no specialist assessment of type,Number of students,Revised,z,1302,1129,997,642,244,102,9,3,1,1,0,4,0,80,18,62,52,124,108,13,3,49,47,2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,SEN support but no specialist assessment of type,Percentage,Revised,z,1302,86.7,76.6,49.3,18.7,7.8,0.7,0.2,0.1,0.1,0,0.3,0,6.1,1.4,4.8,4,9.5,8.3,1,0.2,3.8,3.6,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Severe learning difficulty,Number of students,Revised,z,326,297,286,207,41,20,18,1,3,11,3,0,0,6,1,5,5,15,14,0,1,14,14,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Severe learning difficulty,Percentage,Revised,z,326,91.1,87.7,63.5,12.6,6.1,5.5,0.3,0.9,3.4,0.9,0,0,1.8,0.3,1.5,1.5,4.6,4.3,0,0.3,4.3,4.3,0
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Social emotional and mental health,Number of students,Revised,z,11600,9269,8453,5651,1892,750,160,31,46,39,19,25,0,374,80,294,442,1700,1474,125,101,631,612,19
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Social emotional and mental health,Percentage,Revised,z,11600,79.9,72.9,48.7,16.3,6.5,1.4,0.3,0.4,0.3,0.2,0.2,0,3.2,0.7,2.5,3.8,14.7,12.7,1.1,0.9,5.4,5.3,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Specific learning difficulty,Number of students,Revised,z,15012,13730,12346,7903,3109,1188,146,74,9,19,6,36,2,921,203,718,463,942,841,62,39,340,326,14
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Specific learning difficulty,Percentage,Revised,z,15012,91.5,82.2,52.6,20.7,7.9,1,0.5,0.1,0.1,low,0.2,low,6.1,1.4,4.8,3.1,6.3,5.6,0.4,0.3,2.3,2.2,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Speech language and communications needs,Number of students,Revised,z,6260,5681,5409,3757,1120,481,51,9,9,20,9,4,0,153,31,122,119,378,352,13,13,201,190,11
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Speech language and communications needs,Percentage,Revised,z,6260,90.8,86.4,60,17.9,7.7,0.8,0.1,0.1,0.3,0.1,0.1,0,2.4,0.5,1.9,1.9,6,5.6,0.2,0.2,3.2,3,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Visual impairment,Number of students,Revised,z,925,862,831,380,320,110,21,1,3,5,9,2,1,19,4,15,12,39,33,4,2,24,22,2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Primary Need,Visual impairment,Percentage,Revised,z,925,93.2,89.8,41.1,34.6,11.9,2.3,0.1,0.3,0.5,1,0.2,0.1,2.1,0.4,1.6,1.3,4.2,3.6,0.4,0.2,2.6,2.4,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Number of students,Revised,z,63480,55927,51683,34038,12124,4739,782,191,121,245,88,131,6,2487,518,1969,1757,5364,4738,360,266,2189,2107,82
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Percentage,Revised,z,63480,88.1,81.4,53.6,19.1,7.5,1.2,0.3,0.2,0.4,0.1,0.2,low,3.9,0.8,3.1,2.8,8.4,7.5,0.6,0.4,3.4,3.3,0.1
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,No identified SEN,Number of students,Revised,z,449882,423111,393964,144755,181015,64588,3606,2175,95,117,18,1149,52,18758,6103,12655,10389,19841,18007,1140,694,6930,6180,750
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,No identified SEN,Percentage,Revised,z,449882,94,87.6,32.2,40.2,14.4,0.8,0.5,low,low,low,0.3,low,4.2,1.4,2.8,2.3,4.4,4,0.3,0.2,1.5,1.4,0.2
201718,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,SEN support,Number of students,Revised,z,54130,47509,43557,28265,10700,4160,432,163,44,71,29,120,5,2339,495,1844,1613,4749,4194,320,235,1872,1794,78
