"metric","breakdown","geogConcat","subgroup","Occupation (SOC2020 Major Group)"
"achievements","Level","West of England CA","Further education and skills: Full Level 3","All"
"achievements","Level","West of England CA","Further education and skills: Level 4+","All"
"achievements","Level","West of England CA","Further education and skills: Full Level 2","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: No Level Assigned","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Essential Skills - English and maths","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Level 2","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Below Level 2 (excluding Essential Skills)","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Level 3","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Full Level 3","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Level 4+","All"
"achievements","Level","West of England and North Somerset LSIP","Further education and skills: Full Level 2","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Level 2","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: No Level Assigned","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Essential Skills - English and maths","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Level 3","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Full Level 3","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Below Level 2 (excluding Essential Skills)","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Level 4+","All"
"achievements","Level","Worcestershire LSIP","Further education and skills: Full Level 2","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Level 2","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: No Level Assigned","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Essential Skills - English and maths","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Below Level 2 (excluding Essential Skills)","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Full Level 2","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Level 3","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Full Level 3","All"
"achievements","Level","York and North Yorkshire CA","Further education and skills: Level 4+","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Level 2","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: No Level Assigned","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Essential Skills - English and maths","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Below Level 2 (excluding Essential Skills)","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Full Level 2","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Level 3","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Full Level 3","All"
"achievements","Level","York and North Yorkshire LSIP","Further education and skills: Level 4+","All"
"achievements","Provision","Buckinghamshire LSIP","Education and training","All"
"achievements","Provision","Buckinghamshire LSIP","Community Learning","All"
"achievements","Provision","Buckinghamshire LSIP","Apprenticeships","All"
"achievements","Provision","Cambridgeshire and Peterborough CA","Education and training","All"
"achievements","Provision","Cambridgeshire and Peterborough CA","Community Learning","All"
"achievements","Provision","Cambridgeshire and Peterborough CA","Apprenticeships","All"
"achievements","Provision","Cambridgeshire and Peterborough LSIP","Education and training","All"
"achievements","Provision","Cambridgeshire and Peterborough LSIP","Community Learning","All"
"achievements","Provision","Cambridgeshire and Peterborough LSIP","Apprenticeships","All"
"achievements","Provision","Central London Forward LSIP","Education and training","All"
"achievements","Provision","Central London Forward LSIP","Community Learning","All"
"achievements","Provision","Central London Forward LSIP","Apprenticeships","All"
"achievements","Provision","Cheshire and Warrington LSIP","Education and training","All"
"achievements","Provision","Cheshire and Warrington LSIP","Community Learning","All"
"achievements","Provision","Cheshire and Warrington LSIP","Apprenticeships","All"
"achievements","Provision","Cornwall and the Isles of Scilly LSIP","Education and training","All"
"achievements","Provision","Cornwall and the Isles of Scilly LSIP","Community Learning","All"
"achievements","Provision","Cornwall and the Isles of Scilly LSIP","Apprenticeships","All"
"achievements","Provision","Cumbria LSIP","Education and training","All"
"achievements","Provision","Cumbria LSIP","Apprenticeships","All"
"achievements","Provision","Cumbria LSIP","Community Learning","All"
"achievements","Provision","Devon and Torbay CA","Education and training","All"
"achievements","Provision","Devon and Torbay CA","Apprenticeships","All"
"achievements","Provision","Devon and Torbay CA","Community Learning","All"
"achievements","Provision","Dorset LSIP","Education and training","All"
"achievements","Provision","Dorset LSIP","Apprenticeships","All"
"achievements","Provision","Dorset LSIP","Community Learning","All"
"achievements","Provision","East Midlands CA","Education and training","All"
"achievements","Provision","East Midlands CA","Community Learning","All"
"achievements","Provision","East Midlands CA","Apprenticeships","All"
"achievements","Provision","East Midlands LSIP","Education and training","All"
"achievements","Provision","East Midlands LSIP","Community Learning","All"
"achievements","Provision","East Midlands LSIP","Apprenticeships","All"
"achievements","Provision","England","Education and training","All"
"achievements","Provision","England","Community Learning","All"
"achievements","Provision","England","Apprenticeships","All"
"achievements","Provision","Gloucestershire LSIP","Education and training","All"
"achievements","Provision","Gloucestershire LSIP","Community Learning","All"
"achievements","Provision","Gloucestershire LSIP","Apprenticeships","All"
"achievements","Provision","Greater Devon LSIP","Education and training","All"
"achievements","Provision","Greater Devon LSIP","Apprenticeships","All"
"achievements","Provision","Greater Devon LSIP","Community Learning","All"
