"geographic_level","area","Summary Profession Category","Detailed Profession Category","time_period","vacancies"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Elevator, Escalator, and Door Mechanics","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Gauge and Valve Mechanics","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Industrial Machinery Mechanics","Oct 22","475"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Installation, Repair and Maintenance (other)","Oct 22","205"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Installation, Repair and Maintenance Inspectors","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Installation, Repair, and Maintenance Heads/managers","Oct 22","280"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Mechanics and Joiners (other)","Oct 22","60"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Mobile Machinery Mechanics","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Office Equipment Mechanics","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Plane, Train and Ship Mechanics","Oct 22","30"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Precision and Musical Instrument Technicians","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Refrigeration, Heating, and White Goods Mechanics","Oct 22","170"
"LEP","Greater Birmingham and Solihull","Installation, Repair and Maintenance","Vehicle Mechanics","Oct 22","460"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Accountants","Oct 22","1480"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Bank Branch Employees","Oct 22","55"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Economists","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Financial Directors","Oct 22","145"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Financial Experts","Oct 22","420"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Insurance & Finance Advisors","Oct 22","300"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Insurance & Finance Managers","Oct 22","1245"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Insurance & Finance Personnel","Oct 22","220"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Insurance and Finance (other)","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Insurance and Finance","Insurance Specialists","Oct 22","280"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Clergy and Pastoral Workers","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Court Support Staff","Oct 22","485"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Judges","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Labour Managers","Oct 22","525"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Lawyers","Oct 22","1890"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Lawyers and Support Staff","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Legal, Human Resources and Social Services (other)","Oct 22","30"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Notaries and Support Staff","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Occupational Health Experts and Inspectors","Oct 22","215"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Personnel and Labour Experts","Oct 22","1460"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Prosecutors","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Public Sector Work and Income Specialists","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Social Work Managers","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Legal, Human Resources and Social Services","Social Workers","Oct 22","740"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Casino Staff and Bookmakers","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Entertainers","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Information Desk Personnel","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Leisure, Sports and Tourism (other)","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Professional Athletes","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Recreation and Tourism Managers and Directors","Oct 22","135"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Recreation Employees","Oct 22","40"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Sports Instructors","Oct 22","100"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Sports Officials","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Stewards and Hosts","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Tour Leaders and Guides","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Trainers and Coaches","Oct 22","80"
"LEP","Greater Birmingham and Solihull","Leisure, Sports and Tourism","Travel and Travel Agency Personnel","Oct 22","90"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","General Directors","Oct 22","205"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","General Managers","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Governance and Industry Policy Managers","Oct 22","70"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Government Administrators","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Government Inspectors","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Heads of Public Authorities","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Management Analysts and Consultants","Oct 22","945"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Management, Policy and Governance (other)","Oct 22","2180"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Policy Advisers","Oct 22","70"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Political Legislators, Representatives","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Public Authorities Directors","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Secretaries (associations and government services)","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Management, Policy and Governance","Union and Association Directors","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Biologists","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Chemists and Laboratory Technicians","Oct 22","55"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Environmentalists and Inspectors","Oct 22","95"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Geologists and Physical Geographers","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Heads of Natural and Environmental Sciences","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Mathematicians and Statisticians","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Natural and Environmental Sciences (other)","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Natural and Environmental Sciences","Physicists","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Other","Other Professions","Oct 22","4550"
"LEP","Greater Birmingham and Solihull","Personal Services","Animal Trainers, Caregivers, and Keepers","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Personal Services","Beauticians","Oct 22","50"
"LEP","Greater Birmingham and Solihull","Personal Services","Funeral Personnel","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Personal Services","Hairdressers","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Personal Services","Personal Care Company Managers","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Personal Services","Personal Services (other)","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Personal Services","Stylists","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Detectives and Security Experts","Oct 22","40"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Firefighters","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Heads of Police, Fire and Security","Oct 22","50"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Police Inspectors","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Police Investigators","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Police, Fire Department and Security (other)","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Policemen","Oct 22","55"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Prison Guards","Oct 22","45"
"LEP","Greater Birmingham and Solihull","Police, Fire Department and Security","Safety and Security Personnel","Oct 22","300"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Buyers","Oct 22","340"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Goods Handling, Crane Operators and Drivers","Oct 22","385"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Heads of Procurement and Warehouse Management","Oct 22","420"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Loaders and Order Pickers","Oct 22","120"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Procurement and Warehouse Management (other)","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Warehouse Managers","Oct 22","240"
"LEP","Greater Birmingham and Solihull","Procurement and Warehouse Management","Warehouse Staff and Box Fillers","Oct 22","850"
"LEP","Greater Birmingham and Solihull","Production","Automation Assistants","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Production","Butchers, Slaughterers and Bakers","Oct 22","35"
"LEP","Greater Birmingham and Solihull","Production","CNC Operators and Programmers","Oct 22","175"
"LEP","Greater Birmingham and Solihull","Production","Constructors, Builders, and Fitters","Oct 22","120"
"LEP","Greater Birmingham and Solihull","Production","Engravers, Hand Printers, and Precision Painters","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Production","Food Processing Personnel","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Production","Foundries, Casting Model Makers","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Production","Glass and Stone Workers","Oct 22","5"
"LEP","Greater Birmingham and Solihull","Production","Graphics Finishers","Oct 22","15"
"LEP","Greater Birmingham and Solihull","Production","Jewellers and Gem Processors","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Production","Machine Woodworkers","Oct 22","20"
"LEP","Greater Birmingham and Solihull","Production","Machined Metal Workers","Oct 22","70"
"LEP","Greater Birmingham and Solihull","Production","Machined Plastics Processors","Oct 22","[x]"
"LEP","Greater Birmingham and Solihull","Production","Painters and Sprayers","Oct 22","75"
"LEP","Greater Birmingham and Solihull","Production","Photography and Microchips Developers","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Production","Printers","Oct 22","10"
"LEP","Greater Birmingham and Solihull","Production","Printing Preparation and Layout Personnel","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Production","Process Operators","Oct 22","30"
"LEP","Greater Birmingham and Solihull","Production","Production (other)","Oct 22","25"
"LEP","Greater Birmingham and Solihull","Production","Production Managers","Oct 22","375"
"LEP","Greater Birmingham and Solihull","Production","Production Personnel","Oct 22","705"
"LEP","Greater Birmingham and Solihull","Production","Production Supervisors","Oct 22","270"
