"geogConcat","metric","breakdown","subgroup","value","valueText"
"South East Midlands LEP","inemployment","Occupation","Science engineering and technology associate professionals",1,"22900"
"South East Midlands LEP","inemployment","Occupation","Health and social care associate professionals",1,"15700"
"South East Midlands LEP","inemployment","Occupation","Protective service occupations",1,"14400"
"South East Midlands LEP","inemployment","Occupation","Culture media and sports occupations",1,"11300"
"South East Midlands LSIP","inemployment","Occupation","Corporate managers and directors",1,"67700"
"South East Midlands LSIP","inemployment","Occupation","Other managers and proprietors",1,"18900"
"South East Midlands LSIP","inemployment","Occupation","Science research engineering and technology professionals",1,"69300"
"South East Midlands LSIP","inemployment","Occupation","Health professionals",1,"27600"
"South East Midlands LSIP","inemployment","Occupation","Teaching and educational professionals",1,"37500"
"South East Midlands LSIP","inemployment","Occupation","Business media and public service professionals",1,"40900"
"South East Midlands LSIP","inemployment","Occupation","Science engineering and technology associate professionals",1,"22900"
"South East Midlands LSIP","inemployment","Occupation","Health and social care associate professionals",1,"15700"
"South East Midlands LSIP","inemployment","Occupation","Protective service occupations",1,"14400"
"South East Midlands LSIP","inemployment","Occupation","Culture media and sports occupations",1,"11300"
"South Yorkshire LSIP","inemployment","Occupation","Corporate managers and directors",1,"33400"
"South Yorkshire LSIP","inemployment","Occupation","Other managers and proprietors",1,"17500"
"South Yorkshire LSIP","inemployment","Occupation","Science research engineering and technology professionals",1,"37500"
"South Yorkshire LSIP","inemployment","Occupation","Health professionals",1,"33600"
"South Yorkshire LSIP","inemployment","Occupation","Teaching and educational professionals",1,"35000"
"South Yorkshire LSIP","inemployment","Occupation","Business media and public service professionals",1,"34900"
"South Yorkshire LSIP","inemployment","Occupation","Science engineering and technology associate professionals",1,"11100"
"South Yorkshire LSIP","inemployment","Occupation","Health and social care associate professionals",1,"11600"
"South Yorkshire LSIP","inemployment","Occupation","Protective service occupations",1,"5700"
"South Yorkshire LSIP","inemployment","Occupation","Culture media and sports occupations",1,"8200"
"South Yorkshire MCA","inemployment","Occupation","Corporate managers and directors",1,"33400"
"South Yorkshire MCA","inemployment","Occupation","Other managers and proprietors",1,"17500"
"South Yorkshire MCA","inemployment","Occupation","Science research engineering and technology professionals",1,"37500"
"South Yorkshire MCA","inemployment","Occupation","Health professionals",1,"33600"
"South Yorkshire MCA","inemployment","Occupation","Teaching and educational professionals",1,"35000"
"South Yorkshire MCA","inemployment","Occupation","Business media and public service professionals",1,"34900"
"South Yorkshire MCA","inemployment","Occupation","Science engineering and technology associate professionals",1,"11100"
"South Yorkshire MCA","inemployment","Occupation","Health and social care associate professionals",1,"11600"
"South Yorkshire MCA","inemployment","Occupation","Protective service occupations",1,"5700"
"South Yorkshire MCA","inemployment","Occupation","Culture media and sports occupations",1,"8200"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Corporate managers and directors",1,"42500"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Other managers and proprietors",1,"19200"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Science research engineering and technology professionals",1,"36000"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Health professionals",1,"24800"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Teaching and educational professionals",1,"30000"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Business media and public service professionals",1,"33000"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Science engineering and technology associate professionals",1,"9000"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Health and social care associate professionals",1,"8500"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Protective service occupations",1,"6300"
"Stoke-on-Trent and Staffordshire LEP","inemployment","Occupation","Culture media and sports occupations",1,"10300"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Corporate managers and directors",1,"42500"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Other managers and proprietors",1,"19200"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Science research engineering and technology professionals",1,"36000"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Health professionals",1,"24800"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Teaching and educational professionals",1,"30000"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Business media and public service professionals",1,"33000"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Science engineering and technology associate professionals",1,"9000"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Health and social care associate professionals",1,"8500"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Protective service occupations",1,"6300"
"Stoke-on-Trent and Staffordshire LSIP","inemployment","Occupation","Culture media and sports occupations",1,"10300"
"Swindon and Wiltshire LEP","inemployment","Occupation","Corporate managers and directors",1,"29500"
"Swindon and Wiltshire LEP","inemployment","Occupation","Other managers and proprietors",1,"10400"
"Swindon and Wiltshire LEP","inemployment","Occupation","Science research engineering and technology professionals",1,"26500"
"Swindon and Wiltshire LEP","inemployment","Occupation","Health professionals",1,"13400"
"Swindon and Wiltshire LEP","inemployment","Occupation","Teaching and educational professionals",1,"15900"
"Swindon and Wiltshire LEP","inemployment","Occupation","Business media and public service professionals",1,"24500"
"Swindon and Wiltshire LEP","inemployment","Occupation","Health and social care associate professionals",1,"5300"
"Swindon and Wiltshire LEP","inemployment","Occupation","Business and public service associate professionals",1,"30400"
"Swindon and Wiltshire LEP","inemployment","Occupation","Administrative occupations",1,"31000"
"Swindon and Wiltshire LEP","inemployment","Occupation","Secretarial and related occupations",1,"12100"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Corporate managers and directors",1,"29500"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Other managers and proprietors",1,"10400"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Science research engineering and technology professionals",1,"26500"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Health professionals",1,"13400"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Teaching and educational professionals",1,"15900"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Business media and public service professionals",1,"24500"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Health and social care associate professionals",1,"5300"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Business and public service associate professionals",1,"30400"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Administrative occupations",1,"31000"
"Swindon and Wiltshire LSIP","inemployment","Occupation","Secretarial and related occupations",1,"12100"
"Tees Valley LEP","inemployment","Occupation","Corporate managers and directors",1,"14500"
